url,Name,Price,Rating,제조회사,등록년월,칩셋 제조사,제품 시리즈,GPU 제조 공정,AMD 칩셋,인터페이스,권장 파워용량,전원 포트,가로(길이),부스트클럭,스트림 프로세서,메모리 종류,메모리 클럭,메모리 용량,메모리 버스,HDMI,DisplayPort,모니터 지원,,8K 지원,HDR 지원,HDCP 지원,방열판,히트파이프,팬쿨러,팬 개수,두께,제로팬(0-dB기술),백플레이트,DrMOS,LED 라이트,LED온오프스위치,측면 LED,팬 LED,VGA지지대,3x8핀 to 16핀 커넥터,적합성평가인증,안전확인인증,NVIDIA 칩셋,베이스클럭,쿠다 프로세서,HDCP 2.3,사용전력,베이퍼챔버,전원부,2x8핀 to 16핀 커넥터,OC클럭,Dual BIOS,전면 LED,PWM 커넥터,4x8핀 to 16핀 커넥터,16K 지원,후면 추가팬,4K 지원,DVI,전체 칩셋,인텔 칩셋,HDMI2.1,DP2.1,카드 크기,후면 LED,오버클럭 물리키,일반브라켓,LP브라켓,HDMI2.0,DP2.0,수냉 쿨링,수냉 장착 지원,LCD 모니터링,유통회사,멀티VGA 지원,Anti-Sag브라켓,mini DP,DP to mDP 커넥터,DP1.4,클립 온 팬,DP,USB Type-C,기가비트LAN,세로(높이),그래픽카드 구성,12K 지원,썬더볼트3,USB3.x 5Gbps,파워 구성,기타 칩셋
//img.danawa.com/prod_img/500000/008/979/img/11979008_1.jpg?shrink=130:130&_v=20200805143115,지포스 RTX 2070 D6 8GB (중고),200000원,4.3,,2020년 08월,NVIDIA,지포스 RTX 20,,,PCIe3.0x16,,,,,,GDDR6,,8GB,256-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/706/977/img/11977706_1.jpg?shrink=130:130&_v=20200805134449,지포스 GTX 1660 Ti D6 6GB (중고),174790원,4.7,,2020년 08월,NVIDIA,지포스 16,,,PCIe3.0x16,,,,,,GDDR6,,6GB,192-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/526/602/img/11602526_1.jpg?shrink=130:130&_v=20200618150344,TAGER 지포스 G210 D3 512MB LP,26860원,4.9,TAGER,2020년 06월,NVIDIA,지포스 200,40nm,,PCIe2.0x16,정격파워300W 이상,,150mm,,16개,DDR3(DDR3),1000MHz,512MB,64-bit,1개,,최대 모니터 2개,,,,,○,,○,1팬,17mm,,,,,,,,,,R-R-PcL-G210인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,G210,589MHz,16개,,최대 31W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/024/650/img/18650024_1.jpg?shrink=130:130&_v=20230103154212,TAGER 지포스 GTX 1660 SUPER K D6 6GB,259150원,5.0,TAGER,2023년 01월,NVIDIA,지포스 16,12nm,,PCIe3.0x16,정격파워450W 이상,8핀 x1,257mm,1785MHz,1408개,GDDR6,14000MHz,6GB,192-bit,1개,1개,최대 모니터 3개,,,,○,○,○,○,2팬,42mm,,,,,,,,,,R-R-PcL-GTX1660SUPER인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX 1660 SUPER,1530MHz,1408개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/210/687/img/20687210_1.jpg?shrink=130:130&_v=20240327125326,TAGER 지포스 GT710 D3 2GB LP,50370원,N/A,TAGER,2023년 06월,NVIDIA,지포스 700,28nm,,PCIe2.0x8,정격파워300W 이상,,150mm,,192개,GDDR3(DDR3),1333MHz,2GB,64-bit,1개,,최대 모니터 3개,,,,,○,,○,1팬,17mm,,,,,,,,,,R-R-PcL-GT710인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT710,954MHz,192개,,35W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/338/362/img/16362338_1.jpg?shrink=130:130&_v=20220210093247,지포스 RTX 3080 D6X 10GB (중고),516000원,4.7,,2022년 02월,NVIDIA,지포스 RTX 30,,,PCIe4.0x16,,,,,,GDDR6X,19000MHz,10GB,320-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/734/274/img/14274734_1.jpg?shrink=130:130&_v=20210706113052,NVIDIA NV링크 브릿지 2-Slot,270000원,N/A,NVIDIA(제조사 웹사이트 바로가기),2021년 05월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/807/978/img/11978807_1.jpg?shrink=130:130&_v=20200805142300,지포스 RTX 2060 SUPER D6 8GB (중고),250680원,4.7,,2020년 08월,NVIDIA,지포스 RTX 20,,,PCIe3.0x16,,,,,,GDDR6,,8GB,256-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/032/915/img/72915032_1.jpg?shrink=130:130&_v=20250122090329,FORSA 지포스 RTX 3050 K D6 6GB,270690원,N/A,FORSA(제조사 웹사이트 바로가기),2024년 12월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16(at x8),정격파워450W 이상,8핀 x1,220mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,,,,○,,○,2팬,42mm,,,,,,,,,,R-R-PcL-RTX3050인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,최대 130W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/510/319/img/16319510_1.jpg?shrink=130:130&_v=20220204140032,지포스 RTX 3060 D6 12GB (중고),348990원,4.4,,2022년 02월,NVIDIA,지포스 RTX 30,,,PCIe4.0x16,,,,,,GDDR6,15000MHz,12GB,192-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/869/972/img/78972869_1.jpg?shrink=130:130&_v=20250331104835,PNY 지포스 RTX 5070 D7 12GB Triple Fan 한성컴퓨터,1028980원,N/A,PNY(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,299.5mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,48mm,○,○,,,,,,,,R-R-P2A-V20501인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/588/747/img/17747588_1.jpg?shrink=130:130&_v=20220830124809,NVIDIA T400 D6 4GB (병행수입),255200원,4.6,NVIDIA(제조사 웹사이트 바로가기),2022년 05월,NVIDIA,쿼드로,,,PCIe3.0x16,,,155mm,,,GDDR6,,4GB,64-bit,,miniDP 3개,최대 모니터 3개,,,,,○,,○,1팬,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,최대 30W,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,68mm,,,,,,
//img.danawa.com/prod_img/500000/309/012/img/71012309_1.jpg?shrink=130:130&_v=20241111154411,PNY XLR8 지포스 RTX 4060 Gaming VERTO OC D6 8GB Dual 제이씨현,483990원,N/A,PNY(제조사 웹사이트 바로가기),2024년 11월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워500W 이상,8핀 x1,210mm,2475MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,,○,2팬,40mm,○,○,,○,,○,,,,R-R-P2A-V10702인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,115W,,4+1페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/937/818/img/17818937_1.jpg?shrink=130:130&_v=20220913164920,지포스 GT620 (중고),11990원,4.7,,2012년 05월,NVIDIA,지포스 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/251/069/img/6069251_1.jpg?shrink=130:130&_v=20220210110348,NVIDIA 쿼드로 P620 D5 2GB,237000원,4.5,NVIDIA(제조사 웹사이트 바로가기),2018년 04월,NVIDIA,쿼드로,,,PCIe3.0x16,,,145mm,,512개,GDDR5,,2GB,128-bit,,4개,최대 모니터 4개,,,,,○,,○,1팬,20mm,,,,,,,,,,R-R-NVA-PG178인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,P620,,512개,,최대 40W,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/633/101/img/54101633_1.jpg?shrink=130:130&_v=20240520140601,ADT Link UT3G (해외구매),89700원,N/A,ADT Link(제조사 웹사이트 바로가기),2024년 05월,,,,,PCIe4.0x16(at x4),,,220mm,,,,,,,,,,,,,,,,,,65mm,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,그래픽카드 미포함,,,,,
//img.danawa.com/prod_img/500000/165/331/img/76331165_1.jpg?shrink=130:130&_v=20250318092312,INNO3D 지포스 RTX 5090 D7 32GB X3,5194000원,N/A,INNO3D(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1000W 이상,16핀(12V2x6) x1,333mm,2407MHz,21760개,GDDR7,28000MHz,32GB,512-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,60mm,,○,,,,,,,,R-R-IVMP-50903인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,2017MHz,21760개,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/899/596/img/13596899_1.jpg?shrink=130:130&_v=20230403172158,NVIDIA RTX A6000 D6 48GB,8591990원,N/A,NVIDIA(제조사 웹사이트 바로가기),2021년 03월,NVIDIA,RTX A,8nm,,PCIe4.0x16,,8핀 x1,260mm,,10752개,GDDR6,16000MHz,48GB,384-bit,,4개,,,○,,,○,,○,1팬,,,,,,,,,,,R-R-NVA-PG133C인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX A6000,,10752개,,최대 300W,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/101/915/img/72915101_1.jpg?shrink=130:130&_v=20250122090530,TAGER 지포스 RTX 3050 K D6 6GB,273290원,N/A,TAGER,2024년 12월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16(at x8),정격파워450W 이상,8핀 x1,220mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,,,,○,,○,2팬,42mm,,,,,,,,,,R-R-PcL-RTX3050인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/824/683/img/13683824_1.jpg?shrink=130:130&_v=20250321123236,ASUS 지포스 GT1030 SL D5 2GB 무소음,98990원,4.7,ASUS(제조사 웹사이트 바로가기),2021년 03월,NVIDIA,지포스 10,14nm,,PCIe3.0x16(at x4),정격파워300W 이상,,173mm,1506MHz,384개,GDDR5,6008MHz,2GB,64-bit,1개,,최대 모니터 2개,,,,○,○,,,,15mm,,,,,,,,,,R-R-MSQ-CG110PM인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT1030,1266MHz,384개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/090/757/img/6757090_1.jpg?shrink=130:130&_v=20181130150441,지포스 GTX750 Ti D5 2GB (중고),44230원,4.4,,2018년 11월,NVIDIA,지포스 700,,,PCIe3.0x16,,,,1137MHz,,GDDR5,,2GB,128-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,1050MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/381/687/img/20687381_1.jpg?shrink=130:130&_v=20240327125156,FORSA 지포스 GT710 D3 2GB LP,50950원,4.0,FORSA(제조사 웹사이트 바로가기),2023년 06월,NVIDIA,지포스 700,28nm,,PCIe2.0x8,정격파워300W 이상,,150mm,,192개,GDDR3(DDR3),1333MHz,2GB,64-bit,1개,,최대 모니터 3개,,,,,○,,○,1팬,15mm,,,,,,,,,,R-R-PcL-GT710인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT710,954MHz,192개,,최대 35W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/321/364/img/16364321_1.jpg?shrink=130:130&_v=20220210105515,지포스 G210 D3 512MB (중고),7900원,4.5,,2022년 02월,NVIDIA,지포스 200,,,PCIe2.0x16,,,,,,DDR3(DDR3),1000MHz,512MB,64-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/286/642/img/6642286_1.jpg?shrink=130:130&_v=20201216091317,지포스 GTX1070 D5 8GB (중고),148770원,4.3,,2018년 11월,NVIDIA,지포스 10,,,PCIe3.0x16,,,,,,GDDR5,,8GB,256-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/761/329/img/76329761_1.jpg?shrink=130:130&_v=20250217113446,TAGER 지포스 RTX 3060 K D6 12GB,427290원,N/A,TAGER,2025년 02월,NVIDIA,지포스 RTX 30,,,PCIe4.0,정격파워550W 이상,8핀 x1,252mm,1777MHz,3584개,GDDR6,15000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,,○,,○,,○,2팬,42mm,,○,,,,,,,,R-R-PcL-RTX3060인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3060,1320MHz,3584개,,,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/328/338/img/20338328_1.jpg?shrink=130:130&_v=20240701174001,AMD 라데온 PRO W7900 D6 48GB,5050000원,N/A,AMD(제조사 웹사이트 바로가기),2023년 05월,AMD(ATi),라데온 PRO,"GCD 5nm, MCD 6nm",W7900,PCIe4.0x16,,8핀 x2,280mm,,6144개,GDDR6 ECC,,48GB,384-bit,,4개,최대 모니터 4개,,○,○,,,,○,블로워팬,,,,,,,,,,,R-R-ATI-102-D70701인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,295W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,
//img.danawa.com/prod_img/500000/468/977/img/78977468_1.jpg?shrink=130:130&_v=20250331155248,PNY 지포스 RTX 5070 OC D7 12GB Triple Fan 한성컴퓨터,1048990원,N/A,PNY(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,299.5mm,2587MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,48mm,○,○,,,,,,,,R-R-P2A-V20501인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/332/337/img/20337332_1.jpg?shrink=130:130&_v=20230526220228,AMD 라데온 PRO W7800 D6 32GB,3110000원,N/A,AMD(제조사 웹사이트 바로가기),2023년 05월,AMD(ATi),라데온 PRO,"GCD 5nm, MCD 6nm",W7800,PCIe4.0x16,,8핀 x2,280mm,,4480개,GDDR6 ECC,,32GB,256-bit,,4개,최대 모니터 4개,,○,○,,,,○,1팬,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,260W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,
//img.danawa.com/prod_img/500000/558/039/img/20039558_1.jpg?shrink=130:130&_v=20230504173843,MSI 지포스 GTX 1660 SUPER D6 6GB (무상보증표기 중고),201000원,N/A,MSI(제조사 웹사이트 바로가기),2019년 10월,NVIDIA,지포스 16,,,PCIe3.0x16,,,,,,GDDR6,,6GB,192-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/101/758/img/6758101_1.jpg?shrink=130:130&_v=20181130154922,지포스 GTX660 D5 2GB (중고),31000원,4.4,,2018년 11월,NVIDIA,지포스 600,,,PCIe3.0x16,,,,,,GDDR5,,2GB,192-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/729/673/img/6673729_1.jpg?shrink=130:130&_v=20181121114913,지포스 GTX960 D5 2GB (중고),59740원,4.6,,2018년 11월,NVIDIA,지포스 900,,,PCIe3.0x16,,,,,,GDDR5,,2GB,128-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/494/973/img/17973494_1.jpg?shrink=130:130&_v=20230112225501,ZOTAC GAMING 지포스 RTX 4090 AMP EXTREME AIRO D6X 24GB (해외구매),3544830원,5.0,ZOTAC(제조사 웹사이트 바로가기),2022년 10월,NVIDIA,지포스 RTX 40,,,PCIe4.0x16,정격파워1000W 이상,,355.5mm,2580MHz,,GDDR6X,21000MHz,24GB,384-bit,,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,72.1mm,○,○,,○,,○,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,최대 450W,,24+4페이즈,,,○,○,,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,149.6mm,,,,,,
//img.danawa.com/prod_img/500000/220/499/img/57499220_1.jpg?shrink=130:130&_v=20240701173935,AMD 라데온 PRO W7900 Dual Slot D6 48GB,6784030원,N/A,AMD(제조사 웹사이트 바로가기),2024년 06월,AMD(ATi),라데온 PRO,"GCD 5nm, MCD 6nm",W7900,PCIe4.0x16,,8핀 x2,280mm,,6144개,GDDR6 ECC,,48GB,384-bit,,4개,최대 모니터 4개,,○,○,,,,○,블로워팬,,,,,,,,,,,R-R-ATI-102-D70701인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,295W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,
//img.danawa.com/prod_img/500000/552/878/img/1878552_1.jpg?shrink=130:130&_v=20180410154115,FORSA 지포스 G210 D3 512MB,27540원,4.4,FORSA,2012년 12월,NVIDIA,지포스 200,40nm,,PCIe2.0x16,정격파워300W 이상,,148mm,,16개,SDDR3(DDR3),1000MHz,512MB,32-bit,1개,,,,,,,○,,○,1팬,18mm,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,G210,589MHz,16개,,최대 30.5W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,PCPOP,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/931/035/img/26035931_1.jpg?shrink=130:130&_v=20230804084150,AMD 라데온 PRO W7600 D6 8GB,919980원,N/A,AMD(제조사 웹사이트 바로가기),2023년 08월,AMD(ATi),라데온 PRO,6nm,W7600,PCIe4.0x16(at x8),정격파워350W 이상,6핀 x1,241mm,,2048개,GDDR6,,8GB,128-bit,,4개,최대 모니터 4개,,○,,,○,,○,블로워팬,,,,,,,,,,,R-R-ATI-102-D74901인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,130W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/903/406/img/5406903_1.jpg?shrink=130:130&_v=20170817111448,EVGA 파워링크 (해외구매),26190원,5.0,EVGA,2017년 08월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/171/364/img/16364171_1.jpg?shrink=130:130&_v=20220210104833,지포스 GT610 D3 1GB (중고),11000원,4.7,,2022년 02월,NVIDIA,지포스 600,,,PCIe2.0x16,,,,,,GDDR3(DDR3),1000MHz,1GB,64-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/606/536/img/75536606_1.jpg?shrink=130:130&_v=20250204093712,GIGABYTE AORUS 지포스 RTX 5080 XTREME 워터포스 WB D7 16GB 제이씨현,2648990원,3.0,GIGABYTE(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워850W 이상,16핀(12V2x6) x1,220mm,2805MHz,10752개,GDDR7,30000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,,,,,,,40mm,,,,○,,,,,○,R-R-GBN-GV-N5080A인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5080,,10752개,○,,,,,,,○,,,,,,,,,,,,,,,,,,○,○,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/142/642/img/6642142_1.jpg?shrink=130:130&_v=20181116105615,지포스 GTX1060 D5 6GB (중고),145000원,4.5,,2018년 11월,NVIDIA,지포스 10,,,PCIe3.0x16,,,,,,GDDR5,,6GB,192-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/739/249/img/82249739_1.jpg?shrink=130:130&_v=20250417143441,PNY 지포스 RTX 5070 Ti EPIC-X RGB OC D7 16GB Triple Fan STCOM,가격비교예정,N/A,PNY(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,299.5mm,2640MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,59.6mm,○,○,,○,,○,,,○,R-R-P2A-V20302인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,,,,,,,○,,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/893/187/img/17187893_1.jpg?shrink=130:130&_v=20240809152301,라데온 RX 6800 D6 16GB (중고),513050원,5.0,,2022년 06월,AMD(ATi),라데온 RX 6000,,,PCIe4.0x16,,,,,,GDDR6,16000MHz,16GB,256-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/867/733/img/82733867_1.jpg?shrink=130:130&_v=20250418142019,MANLI 지포스 RTX 5060 Ti Stellar OC D7 8GB 인텍앤컴퍼니,729100원,N/A,MANLI(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0,,8핀 x1,315mm,2632MHz,4608개,GDDR7,28000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,53mm,○,○,,○,,○,,,,R-R-Mll-RTX5060TI-N777인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5060 Ti,2407MHz,4608개,○,180W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/227/979/img/11979227_1.jpg?shrink=130:130&_v=20200805144224,지포스 RTX 2080 D6 8GB (중고),289990원,5.0,,2020년 08월,NVIDIA,지포스 RTX 20,,,PCIe3.0x16,,,,,,GDDR6,,8GB,256-bit,,,,,,,,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/142/980/img/29980142_1.jpg?shrink=130:130&_v=20231115140115,AMD 라데온 PRO W7700 D6 16GB,1529790원,N/A,AMD(제조사 웹사이트 바로가기),2023년 11월,AMD(ATi),라데온 PRO,5nm,W7700,PCIe4.0x16,,8핀 x1,267mm,,,GDDR6,,16GB,256-bit,,4개,,,○,,,○,,○,블로워팬,,,,,,,,,,,R-R-ATI-102-D71701인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,190W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
